id,original_sequence,summary_sequence
859,"[1159, 2127, 9, 8, 603, 97, 199, 12, 300, 923, 3804, 20, 1814, 7, 84, 100, 1, 1786, 1337, 678, 1268, 5, 38, 22, 56, 1180, 3, 1978, 2, 145, 2072, 1635, 20, 921, 7, 1, 653, 2127, 19, 539, 249, 303, 1, 5, 943, 1, 2, 1, 609, 14, 1443, 3, 213, 11, 2593, 1, 518, 38, 16, 1397, 2028, 750, 3, 1209, 1221, 1207, 2703, 3, 1, 1, 10, 8, 910, 1305, 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1159, 2127, 9, 8, 603, 97, 199, 12, 300, 923, 3804, 20, 1814, 7, 84, 100, 1, 1786, 1337, 678, 1268, 5, 38, 22, 56, 1180, 3, 1978, 2, 145, 2072, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
860,"[163, 2067, 9, 8, 974, 10, 163, 488, 97, 199, 12, 300, 1032, 1472, 2740, 10, 53, 8, 823, 4, 141, 1503, 3, 766, 1652, 1277, 5, 3, 975, 2240, 534, 2741, 3, 753, 5, 100, 1, 944, 2361, 547, 3, 4587, 753, 5, 3, 145, 1637, 824, 141, 20, 3148, 5, 1, 1, 1278, 2068, 1404, 907, 22, 1, 400, 81, 8, 975, 22, 2220, 9, 245, 11, 163, 1033, 2, 391, 163, 96, 196, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[163, 2067, 9, 8, 974, 10, 163, 488, 97, 199, 12, 300, 1032, 1472, 2740, 10, 53, 8, 823, 4, 141, 1503, 3, 766, 1652, 1277, 5, 3, 975, 2240, 534, 2741, 3, 753, 5, 100, 1, 944, 2361, 547, 3, 4587, 753, 5, 3, 145, 1637, 824, 141, 20]"
861,"[3, 2420, 2421, 29, 9, 3, 4648, 1826, 363, 11, 3, 1756, 626, 17, 3, 3460, 372, 1073, 6, 42, 1040, 338, 14, 3517, 4, 3, 626, 2139, 17, 28, 976, 3629, 2265, 236, 2, 743, 2611, 1059, 1, 2026, 175, 387, 529, 22, 29, 787, 3, 1931, 703, 5, 264, 3, 1770, 5, 307, 203, 943, 2, 1, 2, 3, 899, 5, 3, 651, 4649, 4650, 1, 970, 41, 9, 3, 1, 271, 17, 3, 528, 3519, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 2420, 2421, 29, 9, 3, 4648, 1826, 363, 11, 3, 1756, 626, 17, 3, 3460, 372, 1073, 6, 42, 1040, 338, 14, 3517, 4, 3, 626, 2139, 17, 28, 976, 3629, 2265, 236, 2, 743, 2611, 1059, 1, 2026, 175, 387, 529, 22, 29, 787, 3, 1931, 703, 5]"
862,"[2042, 38, 9, 8, 3047, 84, 5, 38, 4, 1, 76, 5, 264, 2, 4868, 7, 3782, 3, 703, 5, 3, 626, 14, 3178, 1413, 2980, 5, 3, 1363, 38, 1836, 5, 3, 626, 42, 899, 9, 1, 17, 1231, 4, 2311, 1862, 20, 1, 17, 539, 81, 28, 1226, 1, 3, 3288, 4, 978, 1022, 3248, 703, 45, 3, 146, 5, 2042, 38, 1207, 100, 5, 3, 3556, 1, 296, 10, 2820, 2, 295, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2042, 38, 9, 8, 3047, 84, 5, 38, 4, 1, 76, 5, 264, 2, 4868, 7, 3782, 3, 703, 5, 3, 626, 14, 3178, 1413, 2980, 5, 3, 1363, 38, 1836, 5, 3, 626, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
863,"[3, 1475, 527, 9, 8, 70, 56, 13, 41, 3, 908, 1, 642, 5, 3, 3021, 38, 1000, 3, 563, 339, 1247, 53, 15, 383, 1121, 3215, 2, 128, 1, 2561, 2, 4216, 970, 32, 121, 11, 465, 8, 2500, 431, 19, 539, 26, 275, 535, 3, 2529, 5, 606, 1034, 435, 1636, 783, 3, 799, 5, 98, 1247, 1, 3, 527, 2, 744, 7, 73, 1000, 2, 178, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 1475, 527, 9, 8, 70, 56, 13, 41, 3, 908, 1, 642, 5, 3, 3021, 38, 1000, 3, 563, 339, 1247, 53, 15, 383, 1121, 3215, 2, 128, 1, 2561, 2, 4216, 970, 32, 121, 11, 465, 8, 2500, 431, 19, 539, 26, 275, 535, 3, 2529, 5, 606]"
864,"[2037, 2527, 9, 8, 652, 56, 4, 754, 81, 1, 1203, 866, 97, 100, 2037, 1203, 1267, 506, 883, 2, 3906, 44, 3, 563, 1706, 22, 56, 9, 881, 13, 3, 1836, 2869, 48, 3, 199, 1281, 249, 2696, 2997, 4778, 1, 2749, 12, 1, 2696, 2997, 2527, 3246, 20, 312, 13, 2899, 1, 1036, 2, 954, 1340, 237, 202, 1, 1, 2, 2999, 1, 281, 2622, 44, 3, 3217, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2037, 2527, 9, 8, 652, 56, 4, 754, 81, 1, 1203, 866, 97, 100, 2037, 1203, 1267, 506, 883, 2, 3906, 44, 3, 563, 1706, 22, 56, 9, 881, 13, 3, 1836, 2869, 48, 3, 199, 1281, 249, 2696, 2997, 4778, 1, 2749, 12, 1, 2696, 2997, 2527, 3246, 20]"
865,"[3, 39, 5, 738, 1, 9, 28, 1233, 342, 538, 115, 7, 549, 3, 1644, 5, 2366, 715, 11, 3, 3256, 5, 3, 3872, 525, 5, 8, 838, 12, 3, 61, 5, 409, 8, 838, 9, 1, 3942, 1, 13, 28, 1362, 12, 1305, 197, 2, 1405, 1, 3, 621, 2455, 170, 8, 681, 242, 1, 298, 3, 538, 3123, 10, 1682, 376, 1, 264, 985, 2, 52, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 39, 5, 738, 1, 9, 28, 1233, 342, 538, 115, 7, 549, 3, 1644, 5, 2366, 715, 11, 3, 3256, 5, 3, 3872, 525, 5, 8, 838, 12, 3, 61, 5, 409, 8, 838, 9, 1, 3942, 1, 13, 28, 1362, 12, 1305, 197, 2, 1405, 1, 3, 621]"
866,"[3105, 9, 8, 858, 538, 11, 2240, 3831, 3, 1, 9, 3479, 10, 8, 1106, 2222, 968, 2, 2679, 6, 8, 61, 1659, 883, 281, 1, 968, 451, 5, 3, 1, 3640, 81, 139, 1, 1595, 534, 7, 2013, 139, 334, 1, 130, 1280, 3105, 2511, 3105, 2, 1, 3105, 189, 3, 251, 1207, 3, 766, 14, 9, 503, 11, 1, 3019, 1, 1, 1631, 2, 565, 35, 71, 1837, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3105, 9, 8, 858, 538, 11, 2240, 3831, 3, 1, 9, 3479, 10, 8, 1106, 2222, 968, 2, 2679, 6, 8, 61, 1659, 883, 281, 1, 968, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
867,"[3, 251, 9, 8, 363, 1088, 4, 10, 3, 4857, 5, 294, 773, 2144, 2, 3907, 2457, 10, 8, 345, 429, 514, 2124, 1164, 17, 464, 7, 464, 3, 2133, 58, 11, 1584, 20, 1161, 2057, 1161, 263, 1161, 468, 286, 1068, 1, 2, 345, 429, 671, 22, 251, 170, 8, 245, 3908, 821, 11, 294, 184, 715, 1635, 7, 1, 198, 2, 36, 8, 429, 9, 4643, 1913, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 251, 9, 8, 363, 1088, 4, 10, 3, 4857, 5, 294, 773, 2144, 2, 3907, 2457, 10, 8, 345, 429, 514, 2124, 1164, 17, 464, 7, 464, 3, 2133, 58, 11, 1584, 20, 1161, 2057, 1161, 263, 1161, 468, 286, 1068, 1, 2, 345, 429, 671, 22, 251, 170]"
868,"[1, 2345, 9, 8, 84, 5, 2345, 4, 754, 198, 71, 405, 5, 3, 766, 192, 1472, 1, 2617, 17, 533, 145, 7, 28, 2295, 4, 1402, 12, 1, 16, 468, 286, 3, 2617, 405, 1405, 4239, 3805, 1046, 7, 139, 263, 3770, 2057, 2, 111, 1544, 824, 3, 405, 20, 1, 981, 189, 64, 1161, 1, 1, 2928, 141, 20, 2604, 494, 192, 3646, 3, 153, 582, 5, 2099, 1147, 10, 338, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 2345, 9, 8, 84, 5, 2345, 4, 754, 198, 71, 405, 5, 3, 766, 192, 1472, 1, 2617, 17, 533, 145, 7, 28, 2295, 4, 1402, 12, 1, 16, 468, 286, 3, 2617, 405, 1405, 4239, 3805, 1046, 7, 139, 263, 3770, 2057, 2, 111, 1544, 824, 3, 405]"
869,"[1679, 408, 9, 3, 121, 71, 56, 4, 754, 1942, 311, 7, 604, 116, 1567, 14, 3162, 5, 199, 1209, 2160, 1734, 3909, 97, 3, 1058, 519, 887, 9, 1, 44, 8, 2952, 1943, 2029, 2, 2172, 97, 4139, 1, 3, 2952, 1943, 7, 1, 8, 78, 1289, 5, 1, 4096, 1166, 3, 1679, 22, 1122, 56, 9, 66, 7, 90, 2554, 76, 352, 61, 2, 248, 2, 317, 367, 111, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1679, 408, 9, 3, 121, 71, 56, 4, 754, 1942, 311, 7, 604, 116, 1567, 14, 3162, 5, 199, 1209, 2160, 1734, 3909, 97, 3, 1058, 519, 887, 9, 1, 44, 8, 2952, 1943, 2029, 2, 2172, 97, 4139, 1, 3, 2952, 1943, 7, 1, 8, 78, 1289, 5, 1]"
870,"[2050, 20, 71, 409, 1131, 1567, 4, 1047, 15, 3806, 7, 607, 1721, 112, 532, 10, 389, 244, 218, 2077, 1, 1982, 141, 248, 13, 3200, 3, 1850, 38, 949, 11, 3, 603, 7, 3808, 2050, 20, 480, 78, 249, 2548, 7, 318, 100, 4922, 81, 8, 681, 3807, 907, 3, 760, 3807, 43, 1193, 248, 9, 153, 11, 25, 17, 4337, 2, 1001, 7, 519, 2680, 2, 38, 123, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2050, 20, 71, 409, 1131, 1567, 4, 1047, 15, 3806, 7, 607, 1721, 112, 532, 10, 389, 244, 218, 2077, 1, 1982, 141, 248, 13, 3200, 3, 1850, 38, 949, 11, 3, 603, 7, 3808, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
871,"[3, 1, 30, 9, 8, 373, 5, 1079, 2, 1238, 4, 2040, 1, 3, 445, 5, 1812, 750, 2, 145, 1, 87, 42, 911, 248, 9, 7, 1529, 1, 8, 1106, 2703, 5001, 707, 311, 759, 3, 445, 14, 2394, 8, 245, 582, 10, 3, 1010, 30, 4081, 2, 1, 1, 4096, 2, 465, 1106, 253, 175, 451, 88, 3, 1, 3438, 1, 1, 2, 1, 1166, 28, 121, 1914, 5, 3, 1, 2, 1010, 2056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 1, 30, 9, 8, 373, 5, 1079, 2, 1238, 4, 2040, 1, 3, 445, 5, 1812, 750, 2, 145, 1, 87, 42, 911, 248, 9, 7, 1529, 1, 8, 1106, 2703, 5001, 707, 311, 759, 3, 445, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
872,"[3, 39, 5, 707, 767, 9, 3, 662, 4651, 13, 1, 707, 322, 3, 2476, 5, 3, 2264, 707, 3174, 14, 9, 1103, 13, 199, 1308, 1, 767, 3, 2134, 767, 198, 3, 2238, 1, 117, 1, 767, 3, 767, 198, 3, 2238, 4835, 48, 1, 465, 1824, 707, 767, 9, 153, 609, 1564, 486, 767, 1, 580, 674, 3, 207, 5, 2238, 583, 1, 2, 1, 2038, 298, 14, 8, 175, 503, 2436, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 39, 5, 707, 767, 9, 3, 662, 4651, 13, 1, 707, 322, 3, 2476, 5, 3, 2264, 707, 3174, 14, 9, 1103, 13, 199, 1308, 1, 767, 3, 2134, 767, 198, 3, 2238, 1, 117, 1, 767, 3, 767, 198, 3, 2238, 4835, 48, 1, 465, 1824, 707, 767]"
873,"[3638, 9, 3, 224, 5, 731, 2, 386, 452, 16, 3, 69, 5, 1682, 400, 14, 1065, 3, 872, 5, 8, 1, 1426, 112, 179, 71, 384, 2, 1514, 637, 3140, 1, 69, 1, 36, 3, 1682, 1769, 3, 445, 2, 1, 36, 3, 445, 1, 3, 1, 210, 1001, 2, 4171, 22, 780, 9, 121, 11, 3, 1755, 2, 2344, 522, 5, 116, 3221, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3638, 9, 3, 224, 5, 731, 2, 386, 452, 16, 3, 69, 5, 1682, 400, 14, 1065, 3, 872, 5, 8, 1, 1426, 112, 179, 71, 384, 2, 1514, 637, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
874,"[1, 9, 3, 224, 5, 731, 4, 1260, 16, 3, 3810, 210, 2, 1598, 68, 5, 1101, 2, 145, 219, 1, 7, 167, 1, 20, 121, 291, 1, 303, 781, 23, 7, 1, 583, 1571, 231, 1108, 859, 187, 167, 613, 2, 458, 207, 219, 22, 780, 334, 3, 2761, 5, 187, 167, 1603, 109, 19, 1037, 17, 1998, 583, 68, 7, 1454, 1, 167, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 9, 3, 224, 5, 731, 4, 1260, 16, 3, 3810, 210, 2, 1598, 68, 5, 1101, 2, 145, 219, 1, 7, 167, 1, 20, 121, 291, 1, 303, 781, 23, 7, 1, 583, 1571, 231, 1108, 859, 187, 167, 613, 2, 458, 207, 219, 22, 780, 334, 3, 2761]"
875,"[187, 167, 9, 3, 113, 2, 148, 5, 1454, 583, 1, 90, 2, 1067, 167, 6, 3, 895, 624, 2, 1347, 785, 5, 306, 645, 187, 2, 1555, 380, 2, 220, 42, 399, 9, 19, 3, 167, 5, 3, 1087, 429, 129, 1579, 119, 1, 568, 394, 88, 52, 167, 167, 2577, 4040, 4209, 2, 3189, 1998, 1101, 3443, 7, 55, 58, 11, 154, 7, 67, 1824, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[187, 167, 9, 3, 113, 2, 148, 5, 1454, 583, 1, 90, 2, 1067, 167, 6, 3, 895, 624, 2, 1347, 785, 5, 306, 645, 187, 2, 1555, 380, 2, 220, 42, 399, 9, 19, 3, 167, 5, 3, 1087, 429, 129, 1579, 119, 1, 568, 394, 88, 52, 167]"
